productid,bigcategory,subcaregory,productname,price
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,14.40
OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,49.40
OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",44.40
OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10 x 13 , 100/Box",76.40
OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",65.40
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,16.40
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,33.40
OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,47.40
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,38.40
OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,43.40
OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,17.40
OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",69.40
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.40
OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",41.40
OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,14.40
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,56.40
OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,28.40
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,34.40
OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,15.40
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",32.40
OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,32.40
OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,17.40
OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",42.40
OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,31.40
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,18.40
OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",39.40
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,15.40
OFF-FA-10000735,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,14.40
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,25.40
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",51.40
OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",33.40
OFF-FA-10001229,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10001332,Office Supplies,Fasteners,"Acco Bankers Clasps, 5 3/4-Long",30.40
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,18.40
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,25.40
OFF-FA-10001843,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",40.40
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,27.40
OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,16.40
OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,20.40
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,46.40
OFF-FA-10002780,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10002815,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10002975,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,29.40
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,11.40
OFF-FA-10003021,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,23.40
OFF-FA-10003112,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",39.40
OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,18.40
OFF-FA-10003485,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.40
OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,27.40
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,25.40
OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,38.40
OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",19.40
OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",54.40
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,15.40
OFF-LA-10000081,Office Supplies,Labels,Avery 496,8.60
OFF-LA-10000121,Office Supplies,Labels,Avery 48,7.60
OFF-LA-10000134,Office Supplies,Labels,Avery 511,8.60
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,56.60
OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.60
OFF-LA-10000262,Office Supplies,Labels,Avery 494,8.60
OFF-LA-10000305,Office Supplies,Labels,Avery 495,8.60
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,31.60
OFF-LA-10000414,Office Supplies,Labels,Avery 503,8.60
OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.60
OFF-LA-10000452,Office Supplies,Labels,Avery 488,8.60
OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",96.60
OFF-LA-10000634,Office Supplies,Labels,Avery 509,8.60
OFF-LA-10000973,Office Supplies,Labels,Avery 502,8.60
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,70.60
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,35.60
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",51.60
OFF-LA-10001175,Office Supplies,Labels,Avery 514,8.60
OFF-LA-10001297,Office Supplies,Labels,Avery 473,8.60
OFF-LA-10001317,Office Supplies,Labels,Avery 520,8.60
OFF-LA-10001404,Office Supplies,Labels,Avery 517,8.60
OFF-LA-10001474,Office Supplies,Labels,Avery 477,8.60
OFF-LA-10001569,Office Supplies,Labels,Avery 499,8.60
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,23.60
OFF-LA-10001641,Office Supplies,Labels,Avery 518,8.60
OFF-LA-10001771,Office Supplies,Labels,Avery 513,8.60
OFF-LA-10001934,Office Supplies,Labels,Avery 516,8.60
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,61.60
OFF-LA-10002034,Office Supplies,Labels,Avery 478,8.60
OFF-LA-10002043,Office Supplies,Labels,Avery 489,8.60
OFF-LA-10002195,Office Supplies,Labels,Avery 481,8.60
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,67.60
OFF-LA-10002312,Office Supplies,Labels,Avery 490,8.60
OFF-LA-10002368,Office Supplies,Labels,Avery 479,8.60
OFF-LA-10002381,Office Supplies,Labels,Avery 497,8.60
OFF-LA-10002473,Office Supplies,Labels,Avery 484,8.60
OFF-LA-10002475,Office Supplies,Labels,Avery 519,8.60
OFF-LA-10002762,Office Supplies,Labels,Avery 485,8.60
OFF-LA-10002787,Office Supplies,Labels,Avery 480,8.60
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",79.60
OFF-LA-10003077,Office Supplies,Labels,Avery 500,8.60
OFF-LA-10003121,Office Supplies,Labels,Avery 506,8.60
OFF-LA-10003148,Office Supplies,Labels,Avery 51,7.60
OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.60
OFF-LA-10003223,Office Supplies,Labels,Avery 508,8.60
OFF-LA-10003388,Office Supplies,Labels,Avery 5,6.60
OFF-LA-10003498,Office Supplies,Labels,Avery 475,8.60
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",80.60
OFF-LA-10003537,Office Supplies,Labels,Avery 515,8.60
OFF-LA-10003663,Office Supplies,Labels,Avery 498,8.60
OFF-LA-10003714,Office Supplies,Labels,Avery 510,8.60
OFF-LA-10003720,Office Supplies,Labels,Avery 487,8.60
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,29.60
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,37.60
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",51.60
OFF-LA-10004008,Office Supplies,Labels,Avery 507,8.60
OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,31.60
OFF-LA-10004093,Office Supplies,Labels,Avery 486,8.60
OFF-LA-10004178,Office Supplies,Labels,Avery 491,8.60
OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.60
OFF-LA-10004345,Office Supplies,Labels,Avery 493,8.60
OFF-LA-10004409,Office Supplies,Labels,Avery 492,8.60
OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,15.60
OFF-LA-10004484,Office Supplies,Labels,Avery 476,8.60
OFF-LA-10004544,Office Supplies,Labels,Avery 505,8.60
OFF-LA-10004545,Office Supplies,Labels,Avery 50,7.60
OFF-LA-10004559,Office Supplies,Labels,Avery 49,7.60
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,62.60
OFF-LA-10004689,Office Supplies,Labels,Avery 512,8.60
OFF-LA-10004853,Office Supplies,Labels,Avery 483,8.60
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4 x 6",57.67
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,9.67
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,8.67
OFF-PA-10000048,Office Supplies,Paper,Xerox 20,7.67
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,8.67
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,32.67
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.67
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,9.67
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,8.67
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9",41.67
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,30.67
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,8.67
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,9.67
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2 X 4 Forms/Pg., 200 Dupl. Sets/Book",69.67
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,9.67
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,25.67
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,8.67
OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,9.67
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,9.67
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",45.67
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.67
OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,8.67
OFF-PA-10000295,Office Supplies,Paper,Xerox 229,8.67
OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,9.67
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,9.67
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,9.67
OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,9.67
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,9.67
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book",71.67
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",94.67
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",65.67
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,8.67
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",44.67
OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.67
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",63.67
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,7.67
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,18.67
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,8.67
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,9.67
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,37.67
OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.67
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,8.67
OFF-PA-10000556,Office Supplies,Paper,Xerox 208,8.67
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",59.67
OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",37.67
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,9.67
OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,9.67
OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",73.67
OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",63.67
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,9.67
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,9.67
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",40.67
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2 x 7",54.67
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,9.67
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,9.67
OFF-PA-10000788,Office Supplies,Paper,Xerox 210,8.67
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",72.67
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,9.67
OFF-PA-10000807,Office Supplies,Paper,"TOPS Important Message Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",68.67
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,8.67
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,18.67
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,9.67
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,46.67
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,9.67
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",72.67
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,9.67
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,9.67
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,9.67
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,9.67
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,6.67
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,9.67
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,9.67
OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,9.67
OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,9.67
OFF-PA-10001246,Office Supplies,Paper,Xerox 215,8.67
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",54.67
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,16.67
OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,57.67
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,41.67
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,9.67
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,52.67
OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",53.67
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,9.67
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,9.67
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,34.67
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,25.67
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),36.67
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,27.67
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,9.67
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line While You Were Out Book, 5 1/2 X 4",58.67
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,9.67
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,8.67
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.67
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,8.67
OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2 X 11 Cards, 25 Env./Pack",85.67
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,9.67
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,31.67
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",72.67
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,8.67
OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,9.67
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),57.67
OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.67
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,9.67
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,9.67
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,9.67
OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page",51.67
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),51.67
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,9.67
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",72.67
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,9.67
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,8.67
OFF-PA-10001801,Office Supplies,Paper,Xerox 193,8.67
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,8.67
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,9.67
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,8.67
OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,9.67
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",89.67
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.67
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,8.67
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,9.67
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",53.67
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,9.67
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,7.67
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.67
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,51.67
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,9.67
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,9.67
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.67
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,8.67
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,8.67
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2 x 5-1/2 Card Size",55.67
OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,9.67
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,8.67
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,9.67
OFF-PA-10002105,Office Supplies,Paper,Xerox 223,8.67
OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,31.67
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,9.67
